AverageDegree	AverageBlockSensitivity	Acc100	Acc1000	Acc10000	Acc100000
1.0	1.0000001192092896	0.33184534958374434	0.0006765475205796328	1.1935224972379664e-07	2.0013938199734396e-06
1.3882083892822266	2.1176280975341797	0.6076186933179468	0.0001815619496191456	1.8787198183917485e-07	3.893801759498778e-06
1.673832654953003	2.7457478046417236	0.7882931436303967	0.0012911908236163511	1.2059801802171643e-06	1.8721705829496206e-06
2.6944069862365723	4.2692742347717285	0.8338392864283015	0.019524853229755102	2.7966396668323185e-07	1.6559426826914692e-05
3.6595664024353027	5.248610496520996	1.0359778935878232	0.4737472763609396	7.402630399648823e-15	3.7003460964073876e-05
5.761362075805664	6.803144454956055	0.9486586324715757	1.0372411527111458	8.534804019591163e-09	7.29923192971106e-06
6.065639972686768	7.062468528747559	0.924343044658477	1.0153288991700062	2.2541825239057507e-06	1.472451813423328e-06
6.9597487449646	6.9597487449646	1.0286315814919331	0.9981255096356675	5.464867761967432e-06	1.4532454558113342e-08
7.0	7.0	1.0079525239544957	1.0051877651875367	0.9996654358581436	3.66808935530525e-08
1.0	1.0000001192092896	0.33201901523078625	5.4892054160292423e-05	3.972174191634223e-06	3.1844080863781365e-05
1.1550848484039307	1.6167162656784058	0.2468535923819953	0.0009007942566587179	8.28125515297049e-05	4.994987777512702e-06
1.7096428871154785	2.70721697807312	0.6534693635521241	0.0010093047780777404	1.1909060055460436e-05	9.388096171755332e-07
3.0047569274902344	4.645657062530518	0.9345195073861103	0.005168718580400616	4.181825942414484e-08	7.546497471582522e-10
3.5912327766418457	5.426708221435547	1.0217801261465393	0.04537330516815596	0.001338640407620326	2.6212868506964175e-07
4.435487270355225	6.205221652984619	1.0490184243495235	0.9844562877678276	0.0004893617091739072	1.7799243874796952e-06
6.616446495056152	6.843784332275391	0.9957691665711969	1.0440947278355706	0.0005041564762128834	5.333140786043767e-06
6.922198295593262	6.922398090362549	1.0437767883216997	0.9781109871247016	1.0388158959920715	1.0324318209940826e-06
7.0	7.0	0.9935491788735307	1.0032247988783103	2.0481200600412496e-07	4.4488471378187975e-07
1.0	1.0000001192092896	0.7083555574084741	0.00017759320863944785	6.46264436755457e-07	8.66694966425758e-08
1.110236644744873	1.5077065229415894	0.6382018841192917	0.00047966284682978913	0.00013220035407463402	1.2041088131040063e-08
2.2758407592773438	3.699521780014038	0.80025453956981	0.0008972942706213311	3.815538195527944e-05	1.2440894769885017e-09
2.5469062328338623	4.058347225189209	0.9093047792127219	0.0020358115833271095	4.264498813317239e-15	3.446507614033658e-05
3.895508289337158	5.515468120574951	0.9941228074671941	0.003810345123084463	6.726078339971397e-05	3.553502105591268e-07
5.0882248878479	7.1894426345825195	1.0492578854180106	0.4552428310124549	0.00026027949256721296	8.588765585788158e-06
6.148169040679932	7.115031719207764	1.0308863428370083	1.0119651125547606	5.913379079850806e-08	1.72499132048301e-06
6.852939605712891	6.885388374328613	1.0074899798246906	1.0131016574318195	9.500164034433643e-06	4.885379731506414e-08
7.0	7.0	1.0046123627007562	1.0013909855904701	1.853022586518662e-05	3.355853783904353e-07
1.0	1.0000001192092896	0.6993238658153227	0.00017446402980513773	8.246178757522914e-05	4.151763522678792e-08
1.5912688970565796	2.4884109497070312	0.778218770345887	0.00028321622682976074	0.0001252806593441454	3.331914173907197e-05
1.6660645008087158	2.641625165939331	0.8163158109409456	0.004525619133240538	7.45718338898977e-15	1.8691835814624634e-09
3.4899327754974365	5.352076053619385	0.9558103774834468	0.06778227117105501	0.0022074639173864847	3.3168259291414435e-05
4.46319580078125	6.242117881774902	0.9864733969564345	0.3676619855495484	0.00012933208497147993	1.8445832719620744e-08
5.271597862243652	6.568269729614258	1.0391995499228077	1.059330185571018	0.0005670448431051927	1.0865086886871808e-09
6.875926971435547	6.888932704925537	0.9983322019714028	1.0115652588721922	1.206353164915907e-05	6.236625226842833e-05
6.378552436828613	7.034525394439697	1.0506105455586983	1.033151791881392	8.606723087458455e-05	9.840931732931138e-07
7.0	7.0	0.9934603812209709	1.0053934706875247	0.9995588201461837	9.267272536424871e-08
1.0	1.0000001192092896	0.4531160849084041	0.0007177731202357913	1.5298963470482525e-05	2.8187979658445098e-06
1.9321306943893433	3.1762139797210693	0.6585978452585748	0.0007553263389914225	0.00017207849535457275	4.219491159074579e-09
1.4055802822113037	2.1260204315185547	0.6794534167382233	0.0015956911750953293	5.140954653489279e-09	2.934684150397517e-05
2.8379549980163574	4.239688396453857	0.9716514859361053	0.008495313526945386	0.0007492643718217278	6.887266517120343e-06
4.141791343688965	5.9725494384765625	1.0563238968906905	0.04416795558146243	1.9822471894609083e-05	1.0667969810907328e-08
5.193490982055664	6.309267997741699	0.9542216910041179	1.0315098046342628	1.8715223823491495e-09	1.5857943908863463e-05
6.485732078552246	6.828061103820801	0.9684205727607382	0.953454112433736	1.5272274949380792e-06	1.2099547649606284e-05
6.067136764526367	7.173387050628662	0.968376261805306	0.9724118913750928	0.0004420790507680638	9.71139520262066e-07
7.0	7.0	0.9981099290855253	1.0023814512580336	1.3749997965397295e-05	5.975070880435885e-08
